날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 01월 13일,"37,382.20","34,061.20","37,764.60","32,451.90",209.93K,9.70%
2021년 01월 12일,"34,076.10","35,426.00","36,598.70","32,572.70",241.93K,-4.13%
2021년 01월 11일,"35,544.30","38,195.30","38,217.20","30,411.60",251.04K,-6.93%
2021년 01월 10일,"38,192.20","40,149.70","41,362.40","35,141.60",215.78K,-4.88%
2021년 01월 09일,"40,151.90","40,607.20","41,363.50","38,775.10",128.42K,-1.10%
2021년 01월 08일,"40,599.30","39,466.40","41,921.70","36,613.40",251.29K,2.89%
2021년 01월 07일,"39,460.20","36,798.50","40,340.90","36,361.20",249.60K,7.25%
2021년 01월 06일,"36,793.20","33,999.30","36,934.80","33,408.30",227.56K,8.24%
2021년 01월 05일,"33,991.50","32,015.40","34,414.70","30,010.50",202.13K,6.15%
2021년 01월 04일,"32,022.60","33,016.60","33,587.50","28,204.50",255.27K,-2.84%
2021년 01월 03일,"32,958.90","32,192.90","34,755.90","32,029.60",155.21K,2.38%
2021년 01월 02일,"32,193.30","29,359.70","33,233.50","29,008.00",240.87K,9.65%
2021년 01월 01일,"29,359.90","28,951.70","29,627.10","28,712.40",100.90K,1.42%
2020년 12월 31일,"28,949.40","28,866.80","29,298.80","28,025.00",136.69K,0.28%
2020년 12월 30일,"28,868.70","27,374.50","28,979.30","27,374.50",159.82K,5.45%
2020년 12월 29일,"27,376.00","27,065.30","27,390.70","25,902.80",119.57K,1.18%
2020년 12월 28일,"27,057.80","26,259.20","27,444.90","26,144.30",126.98K,3.03%
2020년 12월 27일,"26,261.30","26,460.30","28,360.30","25,858.20",231.23K,-0.73%
2020년 12월 26일,"26,454.40","24,714.70","26,826.00","24,515.10",155.77K,7.15%
2020년 12월 25일,"24,689.60","23,728.70","24,778.90","23,445.30",2.40K,4.02%
2020년 12월 24일,"23,736.50","23,253.20","23,783.70","22,737.30",104.59K,2.06%
2020년 12월 23일,"23,257.90","23,820.80","24,063.70","22,694.70",178.47K,-2.37%
2020년 12월 22일,"23,823.20","22,730.40","23,825.40","22,388.60",130.75K,4.82%
2020년 12월 21일,"22,728.50","23,474.10","24,101.90","22,015.50",154.69K,-3.18%
2020년 12월 20일,"23,474.90","23,843.60","24,280.90","23,098.90",114.09K,-1.55%
2020년 12월 19일,"23,844.00","23,127.60","24,107.10","22,797.00",133.88K,3.10%
2020년 12월 18일,"23,127.90","22,823.30","23,272.80","22,361.50",131.80K,1.33%
2020년 12월 17일,"22,825.40","21,352.30","23,738.00","21,243.10",310.74K,6.90%
2020년 12월 16일,"21,352.20","19,434.70","21,525.30","19,299.70",199.81K,9.87%
2020년 12월 15일,"19,434.90","19,273.90","19,556.30","19,076.20",98.39K,0.84%
2020년 12월 14일,"19,273.80","19,176.40","19,346.50","19,007.00",67.11K,0.51%
2020년 12월 13일,"19,176.80","18,808.10","19,403.60","18,716.80",82.45K,1.96%
2020년 12월 12일,"18,808.90","18,026.70","18,936.20","18,025.10",71.37K,4.36%
2020년 12월 11일,"18,023.60","18,250.50","18,288.30","17,600.10",111.53K,-1.23%
2020년 12월 10일,"18,247.20","18,546.10","18,551.80","17,926.80",85.31K,-1.61%
2020년 12월 09일,"18,546.00","18,322.40","18,637.90","17,658.80",129.72K,1.20%
2020년 12월 08일,"18,326.60","19,170.80","19,288.60","18,229.20",101.41K,-4.40%
2020년 12월 07일,"19,170.70","19,368.40","19,424.60","18,908.80",61.98K,-1.08%
2020년 12월 06일,"19,379.90","19,146.00","19,417.10","18,873.00",54.56K,1.22%
2020년 12월 05일,"19,146.50","18,657.50","19,172.70","18,507.10",59.44K,2.62%
2020년 12월 04일,"18,658.10","19,431.10","19,529.50","18,610.80",110.63K,-3.99%
2020년 12월 03일,"19,433.30","19,219.80","19,596.60","18,883.70",99.97K,1.12%
2020년 12월 02일,"19,218.80","18,767.90","19,335.50","18,346.70",91.92K,2.39%
2020년 12월 01일,"18,770.70","19,697.80","19,897.40","18,257.00",208.72K,-4.71%
2020년 11월 30일,"19,698.10","18,186.00","19,831.20","18,186.00",185.59K,8.32%
2020년 11월 29일,"18,185.50","17,729.70","18,336.30","17,530.40",79.12K,2.57%
2020년 11월 28일,"17,730.70","17,142.60","17,874.40","16,874.40",95.20K,3.52%
2020년 11월 27일,"17,127.10","17,160.90","17,450.30","16,481.60",138.80K,-0.20%
2020년 11월 26일,"17,162.00","18,721.90","18,894.90","16,235.20",312.07K,-8.34%
2020년 11월 25일,"18,723.00","19,151.50","19,486.70","18,527.70",146.12K,-2.24%
2020년 11월 24일,"19,152.60","18,394.60","19,416.60","18,074.80",180.79K,4.21%
2020년 11월 23일,"18,379.60","18,428.10","18,756.80","18,016.00",127.35K,-0.18%
2020년 11월 22일,"18,412.90","18,689.30","18,751.50","17,644.60",121.76K,-1.47%
2020년 11월 21일,"18,687.20","18,673.80","18,966.00","18,397.50",108.91K,0.06%
2020년 11월 20일,"18,675.20","17,805.50","18,811.00","17,758.40",134.42K,4.90%
2020년 11월 19일,"17,803.50","17,775.10","18,166.00","17,380.10",135.94K,0.16%
2020년 11월 18일,"17,774.60","17,662.30","18,466.10","17,258.90",233.43K,0.64%
2020년 11월 17일,"17,662.30","16,715.80","17,845.40","16,562.00",175.87K,5.66%
2020년 11월 16일,"16,715.80","15,954.10","16,880.70","15,870.70",118.09K,4.78%
2020년 11월 15일,"15,953.00","16,074.70","16,158.10","15,782.30",58.43K,-0.73%
2020년 11월 14일,"16,071.00","16,323.10","16,328.20","15,717.70",83.64K,-1.55%
2020년 11월 13일,"16,324.20","16,293.00","16,474.10","15,973.40",113.75K,0.18%
2020년 11월 12일,"16,294.70","15,695.80","16,342.70","15,483.50",165.54K,3.82%
2020년 11월 11일,"15,695.80","15,303.10","15,953.90","15,281.00",119.07K,2.56%
2020년 11월 10일,"15,303.60","15,328.00","15,465.30","15,096.50",93.36K,-0.15%
2020년 11월 09일,"15,327.20","15,483.30","15,819.60","14,816.90",165.04K,-1.01%
2020년 11월 08일,"15,483.70","14,826.60","15,648.30","14,720.70",94.99K,4.42%
2020년 11월 07일,"14,828.40","15,578.20","15,754.40","14,385.10",160.73K,-4.81%
2020년 11월 06일,"15,577.90","15,593.90","15,955.20","15,223.50",186.13K,-0.06%
2020년 11월 05일,"15,587.10","14,145.60","15,739.90","14,099.70",227.49K,10.19%
2020년 11월 04일,"14,145.60","14,023.00","14,238.80","13,544.40",140.80K,0.90%
2020년 11월 03일,"14,019.90","13,560.50","14,054.00","13,294.60",108.17K,3.38%
2020년 11월 02일,"13,561.40","13,759.70","13,828.40","13,214.20",97.76K,-1.44%
2020년 11월 01일,"13,759.40","13,795.50","13,889.50","13,628.70",51.71K,-0.27%
2020년 10월 31일,"13,797.30","13,560.20","14,065.40","13,441.70",102.75K,1.75%
2020년 10월 30일,"13,559.90","13,457.00","13,667.90","13,134.50",108.77K,0.76%
2020년 10월 29일,"13,457.20","13,278.30","13,640.00","12,982.90",111.23K,1.34%
2020년 10월 28일,"13,278.90","13,658.30","13,851.70","12,907.60",144.18K,-2.77%
2020년 10월 27일,"13,657.80","13,061.50","13,782.30","13,050.30",128.64K,4.56%
2020년 10월 26일,"13,061.60","13,033.00","13,229.70","12,792.40",89.47K,0.23%
2020년 10월 25일,"13,032.20","13,117.00","13,345.30","12,900.40",59.73K,-0.65%
2020년 10월 24일,"13,117.20","12,933.60","13,161.50","12,876.40",51.20K,1.42%
2020년 10월 23일,"12,934.10","12,972.70","13,025.50","12,738.90",73.94K,-0.31%
2020년 10월 22일,"12,974.60","12,805.50","13,183.90","12,698.20",113.31K,1.30%
2020년 10월 21일,"12,808.70","11,913.60","13,213.50","11,894.60",197.72K,7.51%
2020년 10월 20일,"11,913.50","11,753.90","12,029.40","11,685.70",94.59K,1.36%
2020년 10월 19일,"11,753.40","11,507.10","11,823.30","11,413.90",73.04K,2.14%
2020년 10월 18일,"11,506.90","11,362.10","11,506.90","11,349.80",31.51K,1.27%
2020년 10월 17일,"11,362.10","11,321.80","11,402.70","11,274.40",29.86K,0.35%
2020년 10월 16일,"11,322.00","11,503.20","11,542.20","11,224.60",71.42K,-1.57%
2020년 10월 15일,"11,503.00","11,421.40","11,590.90","11,276.70",70.84K,0.72%
2020년 10월 14일,"11,420.40","11,424.40","11,541.00","11,293.50",59.12K,-0.03%
2020년 10월 13일,"11,423.80","11,533.50","11,558.00","11,315.90",64.67K,-0.95%
2020년 10월 12일,"11,533.90","11,370.80","11,715.90","11,227.40",84.02K,1.43%
2020년 10월 11일,"11,371.00","11,295.60","11,439.40","11,277.60",41.06K,0.64%
2020년 10월 10일,"11,298.40","11,053.50","11,475.00","11,053.10",65.81K,2.21%
2020년 10월 09일,"11,054.20","10,923.50","11,103.00","10,836.90",70.95K,1.19%
2020년 10월 08일,"10,924.10","10,670.70","10,948.60","10,549.60",79.78K,2.37%
2020년 10월 07일,"10,670.90","10,601.00","10,680.10","10,553.30",49.27K,0.64%
2020년 10월 06일,"10,602.60","10,790.20","10,800.30","10,530.80",69.07K,-1.73%
2020년 10월 05일,"10,789.50","10,672.50","10,789.60","10,623.40",48.86K,1.09%
2020년 10월 04일,"10,672.90","10,544.40","10,693.30","10,520.80",31.40K,1.22%
2020년 10월 03일,"10,544.20","10,572.20","10,597.80","10,501.20",29.10K,-0.27%
2020년 10월 02일,"10,572.30","10,619.60","10,662.90","10,387.60",77.94K,-0.45%
2020년 10월 01일,"10,620.50","10,776.60","10,913.70","10,462.70",95.33K,-1.44%
2020년 09월 30일,"10,776.10","10,843.40","10,847.70","10,667.60",55.55K,-0.60%
2020년 09월 29일,"10,840.90","10,694.30","10,858.40","10,642.40",59.64K,1.38%
2020년 09월 28일,"10,693.20","10,776.40","10,946.60","10,685.20",72.29K,-0.77%
2020년 09월 27일,"10,776.20","10,727.90","10,799.20","10,602.70",40.92K,0.45%
2020년 09월 26일,"10,727.90","10,688.90","10,793.30","10,650.20",37.85K,0.37%
2020년 09월 25일,"10,688.80","10,739.90","10,756.00","10,558.90",71.43K,-0.47%
2020년 09월 24일,"10,739.40","10,238.10","10,787.80","10,201.00",82.95K,4.90%
2020년 09월 23일,"10,237.30","10,531.50","10,535.40","10,146.60",74.95K,-2.79%
2020년 09월 22일,"10,531.50","10,419.40","10,570.70","10,361.70",63.52K,1.10%
2020년 09월 21일,"10,416.80","10,919.90","10,987.20","10,328.50",109.85K,-4.62%
2020년 09월 20일,"10,921.50","11,081.60","11,081.60","10,772.70",53.39K,-1.45%
2020년 09월 19일,"11,081.80","10,933.00","11,177.10","10,890.70",51.63K,1.36%
2020년 09월 18일,"10,933.00","10,941.30","11,029.70","10,818.70",63.48K,-0.08%
2020년 09월 17일,"10,941.30","10,950.10","11,039.30","10,755.20",77.22K,-0.07%
2020년 09월 16일,"10,949.50","10,785.20","11,093.30","10,669.20",94.94K,1.52%
2020년 09월 15일,"10,785.30","10,675.20","10,931.80","10,627.80",91.70K,1.03%
2020년 09월 14일,"10,675.30","10,332.70","10,744.30","10,264.50",96.64K,3.38%
2020년 09월 13일,"10,326.00","10,441.70","10,579.60","10,219.40",66.12K,-1.11%
2020년 09월 12일,"10,441.90","10,390.20","10,476.80","10,275.90",48.49K,0.50%
2020년 09월 11일,"10,390.20","10,339.80","10,398.80","10,212.60",62.28K,0.49%
2020년 09월 10일,"10,339.70","10,224.30","10,480.30","10,219.20",88.01K,1.13%
2020년 09월 09일,"10,224.60","10,126.80","10,343.30","9,984.60",71.37K,0.97%
2020년 09월 08일,"10,126.60","10,376.90","10,434.40","9,877.10",113.90K,-2.41%
2020년 09월 07일,"10,376.90","10,296.40","10,400.90","9,887.00",12.40M,0.78%
2020년 09월 06일,"10,296.40","10,092.20","10,337.70","10,004.70",12.12M,2.02%
2020년 09월 05일,"10,092.20","10,472.30","10,558.70","9,897.80",14.72M,-3.63%
2020년 09월 04일,"10,472.50","10,168.70","10,614.20","9,960.30",12.50M,2.99%
2020년 09월 03일,"10,168.80","11,413.20","11,442.70","10,009.50",9.65M,-10.90%
2020년 09월 02일,"11,413.30","11,914.40","11,947.50","11,244.90",20.26M,-4.21%
2020년 09월 01일,"11,914.90","11,644.20","12,045.90","11,544.60",580.69K,2.32%
2020년 08월 31일,"11,644.20","11,701.10","11,760.20","11,563.80",496.14K,-0.49%
2020년 08월 30일,"11,702.00","11,468.10","11,704.20","11,462.60",409.36K,2.04%
2020년 08월 29일,"11,468.10","11,527.80","11,576.80","11,433.50",389.85K,-0.51%
2020년 08월 28일,"11,527.40","11,327.50","11,539.00","11,281.90",464.94K,1.77%
2020년 08월 27일,"11,327.40","11,462.30","11,580.30","11,135.30",560.59K,-1.18%
2020년 08월 26일,"11,462.30","11,324.90","11,533.60","11,254.60",513.06K,1.21%
2020년 08월 25일,"11,324.80","11,752.90","11,766.90","11,131.00",594.07K,-3.65%
2020년 08월 24일,"11,753.50","11,641.60","11,824.60","11,587.10",429.13K,0.96%
2020년 08월 23일,"11,641.60","11,661.10","11,705.40","11,520.80",377.33K,-0.17%
2020년 08월 22일,"11,661.30","11,529.20","11,677.00","11,382.10",433.98K,1.15%
2020년 08월 21일,"11,529.20","11,856.90","11,877.40","11,495.60",506.38K,-2.76%
2020년 08월 20일,"11,856.90","11,751.00","11,881.00","11,672.70",430.93K,0.91%
2020년 08월 19일,"11,750.20","11,944.40","12,013.20","11,602.60",550.26K,-1.65%
2020년 08월 18일,"11,947.60","12,283.00","12,381.40","11,842.00",606.79K,-2.73%
2020년 08월 17일,"12,282.60","11,898.80","12,444.10","11,764.00",628.41K,3.22%
2020년 08월 16일,"11,899.00","11,845.50","11,922.50","11,688.90",410.81K,0.45%
2020년 08월 15일,"11,845.30","11,751.10","11,964.00","11,711.50",499.10K,0.80%
2020년 08월 14일,"11,750.80","11,771.10","11,835.50","11,651.50",435.44K,-0.17%
2020년 08월 13일,"11,770.90","11,557.20","11,772.90","11,298.40",545.67K,1.85%
2020년 08월 12일,"11,557.20","11,390.40","11,605.40","11,190.60",549.59K,1.46%
2020년 08월 11일,"11,390.40","11,889.20","11,931.80","11,146.70",615.90K,-4.19%
2020년 08월 10일,"11,889.20","11,681.10","12,041.10","11,546.90",564.11K,1.78%
2020년 08월 09일,"11,681.20","11,764.40","11,792.80","11,527.50",303.00K,-0.71%
2020년 08월 08일,"11,764.30","11,591.60","11,805.50","11,533.50",317.06K,1.49%
2020년 08월 07일,"11,592.00","11,757.10","11,901.80","11,352.40",517.00K,-1.40%
2020년 08월 06일,"11,757.10","11,735.00","11,898.40","11,563.00",554.85K,0.19%
2020년 08월 05일,"11,735.10","11,184.80","11,771.50","11,114.50",570.83K,4.92%
2020년 08월 04일,"11,184.70","11,223.80","11,407.80","11,043.00",485.79K,-0.35%
2020년 08월 03일,"11,224.40","11,066.90","11,461.10","10,981.60",470.24K,1.42%
2020년 08월 02일,"11,066.80","11,802.60","12,061.10","10,730.70",647.95K,-6.24%
2020년 08월 01일,"11,803.10","11,333.20","11,847.70","11,226.10",611.47K,4.14%
2020년 07월 31일,"11,333.40","11,096.50","11,434.80","10,964.60",530.95K,2.14%
2020년 07월 30일,"11,096.20","11,105.80","11,164.40","10,861.60",501.14K,-0.09%
2020년 07월 29일,"11,105.90","10,908.40","11,336.50","10,771.80",576.83K,1.81%
2020년 07월 28일,"10,908.50","10,961.10","11,046.10","10,873.60",658.37K,-1.04%
2020년 07월 27일,"11,022.80","9,932.70","11,367.00","9,894.60",908.99K,10.98%
2020년 07월 26일,"9,932.50","9,690.00","10,086.60","9,645.90",415.07K,2.35%
2020년 07월 25일,"9,704.10","9,546.70","9,729.30","9,536.20",306.29K,1.65%
2020년 07월 24일,"9,546.40","9,599.20","9,626.20","9,480.50",359.16K,-0.55%
2020년 07월 23일,"9,599.60","9,513.60","9,646.50","9,451.10",425.66K,0.90%
2020년 07월 22일,"9,513.70","9,387.40","9,523.10","9,296.00",386.00K,1.35%
2020년 07월 21일,"9,387.30","9,162.30","9,426.90","9,155.10",458.99K,2.46%
2020년 07월 20일,"9,162.40","9,208.10","9,218.40","9,139.90",312.98K,-0.50%
2020년 07월 19일,"9,208.00","9,170.10","9,224.80","9,106.40",265.25K,0.41%
2020년 07월 18일,"9,170.20","9,155.80","9,198.80","9,126.70",276.40K,0.16%
2020년 07월 17일,"9,155.80","9,135.40","9,181.90","9,091.50",310.92K,0.22%
2020년 07월 16일,"9,135.30","9,198.70","9,224.20","9,052.00",429.04K,-0.69%
2020년 07월 15일,"9,198.70","9,253.60","9,270.20","9,168.70",429.84K,-0.59%
2020년 07월 14일,"9,253.40","9,243.10","9,274.80","9,135.70",453.83K,0.11%
2020년 07월 13일,"9,243.60","9,300.50","9,329.60","9,207.60",456.87K,-0.62%
2020년 07월 12일,"9,300.80","9,234.20","9,337.80","9,170.40",366.88K,0.73%
2020년 07월 11일,"9,233.30","9,285.80","9,295.50","9,184.20",353.92K,-0.56%
2020년 07월 10일,"9,285.10","9,239.00","9,309.80","9,131.90",418.47K,0.53%
2020년 07월 09일,"9,235.70","9,430.10","9,434.50","9,176.00",444.27K,-2.06%
2020년 07월 08일,"9,429.90","9,256.30","9,458.30","9,233.10",509.94K,1.88%
2020년 07월 07일,"9,256.00","9,338.80","9,371.20","9,209.30",420.55K,-0.89%
2020년 07월 06일,"9,339.00","9,080.40","9,363.00","9,063.20",510.27K,2.84%
2020년 07월 05일,"9,081.00","9,134.30","9,149.60","8,932.10",314.10K,-0.58%
2020년 07월 04일,"9,134.40","9,067.10","9,182.30","9,049.60",261.25K,0.74%
2020년 07월 03일,"9,067.10","9,085.00","9,120.40","9,050.90",333.88K,-0.20%
2020년 07월 02일,"9,085.10","9,229.90","9,259.70","8,962.10",483.10K,-1.57%
2020년 07월 01일,"9,229.90","9,135.90","9,289.00","9,101.10",366.78K,1.03%
2020년 06월 30일,"9,135.40","9,186.00","9,199.80","9,075.30",381.73K,-0.54%
2020년 06월 29일,"9,185.40","9,122.80","9,229.10","9,033.60",401.12K,0.67%
2020년 06월 28일,"9,124.00","9,008.40","9,185.50","8,950.20",329.01K,1.28%
2020년 06월 27일,"9,008.30","9,160.50","9,190.50","8,865.30",441.93K,-1.66%
2020년 06월 26일,"9,160.00","9,247.50","9,296.50","9,060.10",489.84K,-0.95%
2020년 06월 25일,"9,247.50","9,300.80","9,327.30","9,022.60",524.45K,-0.59%
2020년 06월 24일,"9,302.00","9,624.60","9,667.40","9,223.00",515.78K,-3.35%
2020년 06월 23일,"9,624.60","9,683.90","9,715.60","9,581.80",375.49K,-0.61%
2020년 06월 22일,"9,683.70","9,296.50","9,751.90","9,285.80",523.32K,4.17%
2020년 06월 21일,"9,296.40","9,358.80","9,411.20","9,288.50",335.99K,-0.67%
2020년 06월 20일,"9,358.80","9,314.00","9,394.50","9,199.80",383.44K,0.48%
2020년 06월 19일,"9,314.00","9,390.30","9,424.00","9,249.60",478.49K,-0.79%
2020년 06월 18일,"9,388.10","9,464.60","9,480.40","9,289.30",391.67K,-0.81%
2020년 06월 17일,"9,464.60","9,523.60","9,543.60","9,258.20",446.45K,-0.62%
2020년 06월 16일,"9,523.50","9,425.60","9,577.10","9,379.30",545.47K,1.04%
2020년 06월 15일,"9,425.40","9,345.50","9,489.70","8,925.60",750.90K,0.86%
2020년 06월 14일,"9,345.30","9,470.70","9,474.70","9,264.40",311.27K,-1.33%
2020년 06월 13일,"9,471.30","9,466.50","9,484.90","9,369.90",364.97K,0.05%
2020년 06월 12일,"9,466.60","9,283.70","9,547.50","9,249.40",529.28K,1.97%
2020년 06월 11일,"9,283.20","9,878.90","9,945.20","9,139.10",919.30K,-6.03%
2020년 06월 10일,"9,878.80","9,768.80","9,970.90","9,710.70",533.55K,1.13%
2020년 06월 09일,"9,768.80","9,777.70","9,857.20","9,616.60",479.55K,-0.09%
2020년 06월 08일,"9,777.90","9,743.40","9,788.20","9,662.30",431.04K,0.36%
2020년 06월 07일,"9,742.60","9,669.60","9,791.80","9,417.40",549.20K,0.76%
2020년 06월 06일,"9,669.60","9,630.80","9,733.10","9,549.50",370.85K,0.40%
2020년 06월 05일,"9,631.20","9,794.00","9,846.10","9,628.70",527.05K,-1.67%
2020년 06월 04일,"9,794.40","9,667.20","9,864.40","9,490.90",593.66K,1.32%
2020년 06월 03일,"9,667.20","9,527.00","9,667.20","9,421.70",558.12K,1.47%
2020년 06월 02일,"9,527.60","10,190.70","10,207.30","9,347.30",1.06M,-6.49%
2020년 06월 01일,"10,189.30","9,454.50","10,301.80","9,429.70",796.68K,7.77%
2020년 05월 31일,"9,454.80","9,692.90","9,695.60","9,406.20",645.27K,-2.45%
2020년 05월 30일,"9,692.50","9,424.80","9,729.90","9,352.70",720.62K,2.84%
2020년 05월 29일,"9,424.80","9,573.40","9,596.50","9,358.10",814.33K,-1.54%
2020년 05월 28일,"9,572.20","9,199.80","9,610.80","9,119.20",948.86K,4.06%
2020년 05월 27일,"9,199.10","8,842.30","9,210.90","8,818.60",810.89K,4.03%
2020년 05월 26일,"8,842.50","8,897.70","8,994.60","8,713.90",784.92K,-0.63%
2020년 05월 25일,"8,898.20","8,728.00","8,959.50","8,666.10",941.89K,1.95%
2020년 05월 24일,"8,728.20","9,177.90","9,292.00","8,724.10",1.11M,-4.89%
2020년 05월 23일,"9,177.00","9,169.80","9,303.20","9,098.90",812.56K,0.08%
2020년 05월 22일,"9,169.70","9,058.20","9,253.50","8,952.10",914.59K,1.22%
2020년 05월 21일,"9,059.00","9,511.60","9,567.10","8,833.60",1.41M,-4.76%
2020년 05월 20일,"9,512.30","9,773.00","9,829.30","9,368.40",1.15M,-2.67%
2020년 05월 19일,"9,773.30","9,730.80","9,883.90","9,498.70",1.16M,0.44%
2020년 05월 18일,"9,730.70","9,678.40","9,930.20","9,524.40",1.18M,0.55%
2020년 05월 17일,"9,677.70","9,376.60","9,866.00","9,327.80",1.18M,3.18%
2020년 05월 16일,"9,379.50","9,318.10","9,579.00","9,233.00",1.10M,0.66%
2020년 05월 15일,"9,318.00","9,778.60","9,819.60","9,223.20",1.56M,-4.71%
2020년 05월 14일,"9,778.40","9,298.70","9,887.50","9,265.80",1.77M,5.16%
2020년 05월 13일,"9,298.70","8,813.90","9,384.60","8,799.10",1.50M,5.50%
